year_film;year_ceremony;ceremony;Category;gender;name;Race;film;winner
2002;2003;75;Best Actor;Male;Adrien Brody;White;The Pianist;VERDADEIRO
2002;2003;75;Best Actor in supporting role;Male;Chris Cooper;White;Adaptation;VERDADEIRO
2002;2003;75;Best Actress;Female;Nicole Kidman;White;The Hours;VERDADEIRO
2002;2003;75;ACTRESS IN A SUPPORTING ROLE;Female;Catherine Zeta-Jones;White;Chicago;VERDADEIRO
2003;2004;76;Best Actor;Male;Sean Penn;White;Mystic River;VERDADEIRO
2003;2004;76;Best Actor in supporting role;Male;Tim Robbins;White;Mystic River;VERDADEIRO
2003;2004;76;Best Actress;Female;Charlize Theron;White;Monster;VERDADEIRO
2003;2004;76;ACTRESS IN A SUPPORTING ROLE;Female;Ren?¸e Zellweger;White;Cold Mountain;VERDADEIRO
2004;2005;77;Best Actor;Male;Jamie Foxx;Black;Ray;VERDADEIRO
2004;2005;77;Best Actor in supporting role;Male;Morgan Freeman;Black;Million Dollar Baby;VERDADEIRO
2004;2005;77;Best Actress;Female;Hilary Swank;Hispanic;Million Dollar Baby;VERDADEIRO
2004;2005;77;ACTRESS IN A SUPPORTING ROLE;Female;Cate Blanchett;White;The Aviator;VERDADEIRO
2005;2006;78;Best Actor;Male;Philip Seymour Hoffman;White;Capote;VERDADEIRO
2005;2006;78;Best Actor in supporting role;Male;George Clooney;White;Syriana;VERDADEIRO
2005;2006;78;Best Actress;Female;Reese Witherspoon;White;Walk the Line;VERDADEIRO
2005;2006;78;ACTRESS IN A SUPPORTING ROLE;Female;Rachel Weisz;White;The Constant Gardener;VERDADEIRO
2006;2007;79;Best Actor;Male;Forest Whitaker;Black;The Last King of Scotland;VERDADEIRO
2006;2007;79;Best Actor in supporting role;Male;Alan Arkin;White;Little Miss Sunshine;VERDADEIRO
2006;2007;79;Best Actress;Female;Helen Mirren;White;The Queen;VERDADEIRO
2006;2007;79;ACTRESS IN A SUPPORTING ROLE;Female;Jennifer Hudson;Black;Dreamgirls;VERDADEIRO
2007;2008;80;Best Actor;Male;Daniel Day-Lewis;White;There Will Be Blood;VERDADEIRO
2007;2008;80;Best Actor in supporting role;Male;Javier Bardem;White;No Country for Old Men;VERDADEIRO
2007;2008;80;Best Actress;Female;Marion Cotillard;White;La Vie en Rose;VERDADEIRO
2007;2008;80;ACTRESS IN A SUPPORTING ROLE;Female;Tilda Swinton;White;Michael Clayton;VERDADEIRO
2008;2009;81;Best Actor;Male;Sean Penn;White;Milk;VERDADEIRO
2008;2009;81;Best Actor in supporting role;Male;Heath Ledger;White;The Dark Knight;VERDADEIRO
2008;2009;81;Best Actress;Female;Kate Winslet;White;The Reader;VERDADEIRO
2008;2009;81;ACTRESS IN A SUPPORTING ROLE;Female;Pen?¸lope Cruz;White;Vicky Cristina Barcelona;VERDADEIRO
2009;2010;82;Best Actor;Male;Jeff Bridges;White;Crazy Heart;VERDADEIRO
2009;2010;82;Best Actor in supporting role;Male;Christoph Waltz;White;Inglourious Basterds;VERDADEIRO
2009;2010;82;Best Actress;Female;Sandra Bullock;White;The Blind Side;VERDADEIRO
2009;2010;82;ACTRESS IN A SUPPORTING ROLE;Female;Mo'Nique;Black;Precious: Based on the Novel 'Push' by Sapphire;VERDADEIRO
2010;2011;83;Best Actor;Male;Colin Firth;White;The King's Speech;VERDADEIRO
2010;2011;83;Best Actor in supporting role;Male;Christian Bale;White;The Fighter;VERDADEIRO
2010;2011;83;Best Actress;Female;Natalie Portman;Asian;Black Swan;VERDADEIRO
2010;2011;83;ACTRESS IN A SUPPORTING ROLE;Female;Melissa Leo;White;The Fighter;VERDADEIRO
2011;2012;84;Best Actor;Male;Jean Dujardin;White;The Artist;VERDADEIRO
2011;2012;84;Best Actor in supporting role;Male;Christopher Plummer;White;Beginners;VERDADEIRO
2011;2012;84;Best Actress;Female;Meryl Streep;White;The Iron Lady;VERDADEIRO
2011;2012;84;ACTRESS IN A SUPPORTING ROLE;Female;Octavia Spencer;Black;The Help;VERDADEIRO
2012;2013;85;Best Actor;Male;Daniel Day-Lewis;White;Lincoln;VERDADEIRO
2012;2013;85;Best Actor in supporting role;Male;Christoph Waltz;White;Django Unchained;VERDADEIRO
2012;2013;85;Best Actress;Female;Jennifer Lawrence;White;Silver Linings Playbook;VERDADEIRO
2012;2013;85;ACTRESS IN A SUPPORTING ROLE;Female;Anne Hathaway;White;Les Mis?¸rables;VERDADEIRO
2013;2014;86;Best Actor;Male;Matthew McConaughey;White;Dallas Buyers Club;VERDADEIRO
2013;2014;86;Best Actor in supporting role;Male;Jared Leto;White;Dallas Buyers Club;VERDADEIRO
2013;2014;86;Best Actress;Female;Cate Blanchett;White;Blue Jasmine;VERDADEIRO
2013;2014;86;ACTRESS IN A SUPPORTING ROLE;Female;Lupita Nyong'o;Black;12 Years a Slave;VERDADEIRO
2014;2015;87;Best Actor;Male;Eddie Redmayne;White;The Theory of Everything;VERDADEIRO
2014;2015;87;Best Actor in supporting role;Male;J.K. Simmons;White;Whiplash;VERDADEIRO
2014;2015;87;Best Actress;Female;Julianne Moore;White;Still Alice;VERDADEIRO
2014;2015;87;ACTRESS IN A SUPPORTING ROLE;Female;Patricia Arquette;White;Boyhood;VERDADEIRO
2015;2016;88;Best Actor;Male;Leonardo DiCaprio;White;The Revenant;VERDADEIRO
2015;2016;88;Best Actor in supporting role;Male;Mark Rylance;White;Bridge of Spies;VERDADEIRO
2015;2016;88;Best Actress;Female;Brie Larson;White;Room;VERDADEIRO
2015;2016;88;ACTRESS IN A SUPPORTING ROLE;Female;Alicia Vikander;White;The Danish Girl;VERDADEIRO
2016;2017;89;Best Actor;Male;Casey Affleck;White;Manchester by the Sea;VERDADEIRO
2016;2017;89;Best Actor in supporting role;Male;Mahershala Ali;Black;Moonlight;VERDADEIRO
2016;2017;89;Best Actress;Female;Emma Stone;White;La La Land;VERDADEIRO
2016;2017;89;ACTRESS IN A SUPPORTING ROLE;Female;Viola Davis;Black;Fences;VERDADEIRO
2017;2018;90;Best Actor;Male;Gary Oldman;White;Darkest Hour;VERDADEIRO
2017;2018;90;Best Actor in supporting role;Male;Sam Rockwell;White;Three Billboards outside Ebbing, Missouri;VERDADEIRO
2017;2018;90;Best Actress;Female;Frances McDormand;White;Three Billboards outside Ebbing, Missouri;VERDADEIRO
2017;2018;90;ACTRESS IN A SUPPORTING ROLE;Female;Allison Janney;White;I, Tonya;VERDADEIRO
2018;2019;91;Best Actor;Male;Rami Malek;White;Bohemian Rhapsody;VERDADEIRO
2018;2019;91;Best Actor in supporting role;Male;Mahershala Ali;Black;Green Book;VERDADEIRO
2018;2019;91;Best Actress;Female;Olivia Colman;White;The Favourite;VERDADEIRO
2018;2019;91;ACTRESS IN A SUPPORTING ROLE;Female;Regina King;Black;If Beale Street Could Talk;VERDADEIRO
2019;2020;92;Best Actor;Male;Joaquin Phoenix;White;Joker;VERDADEIRO
2019;2020;92;Best Actor in supporting role;Male;Brad Pitt;White;Once upon a Time...in Hollywood;VERDADEIRO
2019;2020;92;Best Actress;Female;Ren?¸e Zellweger;White;Judy;VERDADEIRO
2019;2020;92;ACTRESS IN A SUPPORTING ROLE;Female;Laura Dern;White;Marriage Story;VERDADEIRO
1927;1928;1;Best Actor;Male;Richard Barthelmess;White;The Noose;FALSO
1927;1928;1;Best Actress;Female;Louise Dresser;White;A Ship Comes In;FALSO
1927;1928;1;Best Actress;Female;Gloria Swanson;White;Sadie Thompson;FALSO
1928;1929;2;Best Actor;Male;George Bancroft;White;Thunderbolt;FALSO
1928;1929;2;Best Actor;Male;Chester Morris;White;Alibi;FALSO
1928;1929;2;Best Actor;Male;Paul Muni;White;The Valiant;FALSO
1928;1929;2;Best Actor;Male;Lewis Stone;White;The Patriot;FALSO
1928;1929;2;Best Actress;Female;Ruth Chatterton;White;Madame X;FALSO
1928;1929;2;Best Actress;Female;Betty Compson;White;The Barker;FALSO
1928;1929;2;Best Actress;Female;Jeanne Eagels;White;The Letter;FALSO
1928;1929;2;Best Actress;Female;Corinne Griffith;White;The Divine Lady;FALSO
1928;1929;2;Best Actress;Female;Bessie Love;White;The Broadway Melody;FALSO
1929;1930;3;Best Actor;Male;George Arliss;White;The Green Goddess;FALSO
1929;1930;3;Best Actor;Male;Wallace Beery;White;The Big House;FALSO
1929;1930;3;Best Actor;Male;Maurice Chevalier;White;The Big Pond;FALSO
1929;1930;3;Best Actor;Male;Ronald Colman;White;Bulldog Drummond;FALSO
1929;1930;3;Best Actor;Male;Lawrence Tibbett;White;The Rogue Song;FALSO
1929;1930;3;Best Actress;Female;Nancy Carroll;White;The Devil's Holiday;FALSO
1929;1930;3;Best Actress;Female;Ruth Chatterton;White;Sarah and Son;FALSO
1929;1930;3;Best Actress;Female;Greta Garbo;White;Anna Christie;FALSO
1929;1930;3;Best Actress;Female;Norma Shearer;White;Their Own Desire;FALSO
1929;1930;3;Best Actress;Female;Gloria Swanson;White;The Trespasser;FALSO
1930;1931;4;Best Actor;Male;Jackie Cooper;White;Skippy;FALSO
1930;1931;4;Best Actor;Male;Richard Dix;White;Cimarron;FALSO
1930;1931;4;Best Actor;Male;Fredric March;White;The Royal Family of Broadway;FALSO
1930;1931;4;Best Actor;Male;Adolphe Menjou;White;The Front Page;FALSO
1930;1931;4;Best Actress;Female;Marlene Dietrich;White;Morocco;FALSO
1930;1931;4;Best Actress;Female;Irene Dunne;White;Cimarron;FALSO
1930;1931;4;Best Actress;Female;Ann Harding;White;Holiday;FALSO
1930;1931;4;Best Actress;Female;Norma Shearer;White;A Free Soul;FALSO
1931;1932;5;Best Actor;Male;Alfred Lunt;White;The Guardsman;FALSO
1931;1932;5;Best Actress;Female;Marie Dressler;White;Emma;FALSO
1931;1932;5;Best Actress;Female;Lynn Fontanne;White;The Guardsman;FALSO
1932;1933;6;Best Actor;Male;Leslie Howard;White;Berkeley Square;FALSO
1932;1933;6;Best Actor;Male;Paul Muni;White;I Am a Fugitive from a Chain Gang;FALSO
1932;1933;6;Best Actress;Female;May Robson;White;Lady for a Day;FALSO
1932;1933;6;Best Actress;Female;Diana Wynyard;White;Cavalcade;FALSO
1934;1935;7;Best Actor;Male;Frank Morgan;White;The Affairs of Cellini;FALSO
1934;1935;7;Best Actor;Male;William Powell;White;The Thin Man;FALSO
1934;1935;7;Best Actress;Female;Bette Davis;White;Of Human Bondage;FALSO
1934;1935;7;Best Actress;Female;Grace Moore;White;One Night of Love;FALSO
1934;1935;7;Best Actress;Female;Norma Shearer;White;The Barretts of Wimpole Street;FALSO
1935;1936;8;Best Actor;Male;Clark Gable;White;Mutiny on the Bounty;FALSO
1935;1936;8;Best Actor;Male;Charles Laughton;White;Mutiny on the Bounty;FALSO
1935;1936;8;Best Actor;Male;Paul Muni;White;Black Fury;FALSO
1935;1936;8;Best Actor;Male;Franchot Tone;White;Mutiny on the Bounty;FALSO
1935;1936;8;Best Actress;Female;Elisabeth Bergner;White;Escape Me Never;FALSO
1935;1936;8;Best Actress;Female;Claudette Colbert;White;Private Worlds;FALSO
1935;1936;8;Best Actress;Female;Katharine Hepburn;White;Alice Adams;FALSO
1935;1936;8;Best Actress;Female;Miriam Hopkins;White;Becky Sharp;FALSO
1935;1936;8;Best Actress;Female;Merle Oberon;Asian;The Dark Angel;FALSO
1936;1937;9;Best Actor;Male;Gary Cooper;White;Mr. Deeds Goes to Town;FALSO
1936;1937;9;Best Actor;Male;Walter Huston;White;Dodsworth;FALSO
1936;1937;9;Best Actor;Male;William Powell;White;My Man Godfrey;FALSO
1936;1937;9;Best Actor;Male;Spencer Tracy;White;San Francisco;FALSO
1936;1937;9;Best Actor in supporting role;Male;Mischa Auer;White;My Man Godfrey;FALSO
1936;1937;9;Best Actor in supporting role;Male;Stuart Erwin;White;Pigskin Parade;FALSO
1936;1937;9;Best Actor in supporting role;Male;Basil Rathbone;White;Romeo and Juliet;FALSO
1936;1937;9;Best Actor in supporting role;Male;Akim Tamiroff;White;The General Died at Dawn;FALSO
1936;1937;9;Best Actress;Female;Irene Dunne;White;Theodora Goes Wild;FALSO
1936;1937;9;Best Actress;Female;Gladys George;White;Valiant Is the Word for Carrie;FALSO
1936;1937;9;Best Actress;Female;Carole Lombard;White;My Man Godfrey;FALSO
1936;1937;9;Best Actress;Female;Norma Shearer;White;Romeo and Juliet;FALSO
1936;1937;9;ACTRESS IN A SUPPORTING ROLE;Female;Beulah Bondi;White;The Gorgeous Hussy;FALSO
1936;1937;9;ACTRESS IN A SUPPORTING ROLE;Female;Alice Brady;White;My Man Godfrey;FALSO
1936;1937;9;ACTRESS IN A SUPPORTING ROLE;Female;Bonita Granville;White;These Three;FALSO
1936;1937;9;ACTRESS IN A SUPPORTING ROLE;Female;Maria Ouspenskaya;White;Dodsworth;FALSO
1937;1938;10;Best Actor;Male;Charles Boyer;White;Conquest;FALSO
1937;1938;10;Best Actor;Male;Fredric March;White;A Star Is Born;FALSO
1937;1938;10;Best Actor;Male;Robert Montgomery;White;Night Must Fall;FALSO
1937;1938;10;Best Actor;Male;Paul Muni;White;The Life of Emile Zola;FALSO
1937;1938;10;Best Actor in supporting role;Male;Ralph Bellamy;White;The Awful Truth;FALSO
1937;1938;10;Best Actor in supporting role;Male;Thomas Mitchell;White;The Hurricane;FALSO
1937;1938;10;Best Actor in supporting role;Male;H. B. Warner;White;Lost Horizon;FALSO
1937;1938;10;Best Actor in supporting role;Male;Roland Young;White;Topper;FALSO
1937;1938;10;Best Actress;Female;Irene Dunne;White;The Awful Truth;FALSO
1937;1938;10;Best Actress;Female;Greta Garbo;White;Camille;FALSO
1937;1938;10;Best Actress;Female;Janet Gaynor;White;A Star Is Born;FALSO
1937;1938;10;Best Actress;Female;Barbara Stanwyck;White;Stella Dallas;FALSO
1937;1938;10;ACTRESS IN A SUPPORTING ROLE;Female;Andrea Leeds;White;Stage Door;FALSO
1937;1938;10;ACTRESS IN A SUPPORTING ROLE;Female;Anne Shirley;White;Stella Dallas;FALSO
1937;1938;10;ACTRESS IN A SUPPORTING ROLE;Female;Claire Trevor;White;Dead End;FALSO
1937;1938;10;ACTRESS IN A SUPPORTING ROLE;Female;Dame May Whitty;White;Night Must Fall;FALSO
1938;1939;11;Best Actor;Male;Charles Boyer;White;Algiers;FALSO
1938;1939;11;Best Actor;Male;James Cagney;White;Angels with Dirty Faces;FALSO
1938;1939;11;Best Actor;Male;Robert Donat;White;The Citadel;FALSO
1938;1939;11;Best Actor;Male;Leslie Howard;White;Pygmalion;FALSO
1938;1939;11;Best Actor in supporting role;Male;John Garfield;White;Four Daughters;FALSO
1938;1939;11;Best Actor in supporting role;Male;Gene Lockhart;White;Algiers;FALSO
1938;1939;11;Best Actor in supporting role;Male;Robert Morley;White;Marie Antoinette;FALSO
1938;1939;11;Best Actor in supporting role;Male;Basil Rathbone;White;If I Were King;FALSO
1938;1939;11;Best Actress;Female;Fay Bainter;White;White Banners;FALSO
1938;1939;11;Best Actress;Female;Wendy Hiller;White;Pygmalion;FALSO
1938;1939;11;Best Actress;Female;Norma Shearer;White;Marie Antoinette;FALSO
1938;1939;11;Best Actress;Female;Margaret Sullavan;White;Three Comrades;FALSO
1938;1939;11;ACTRESS IN A SUPPORTING ROLE;Female;Beulah Bondi;White;Of Human Hearts;FALSO
1938;1939;11;ACTRESS IN A SUPPORTING ROLE;Female;Billie Burke;White;Merrily We Live;FALSO
1938;1939;11;ACTRESS IN A SUPPORTING ROLE;Female;Spring Byington;White;You Can't Take It with You;FALSO
1938;1939;11;ACTRESS IN A SUPPORTING ROLE;Female;Miliza Korjus;White;The Great Waltz;FALSO
1939;1940;12;Best Actor;Male;Clark Gable;White;Gone with the Wind;FALSO
1939;1940;12;Best Actor;Male;Laurence Olivier;White;Wuthering Heights;FALSO
1939;1940;12;Best Actor;Male;Mickey Rooney;White;Babes in Arms;FALSO
1939;1940;12;Best Actor;Male;James Stewart;White;Mr. Smith Goes to Washington;FALSO
1939;1940;12;Best Actor in supporting role;Male;Brian Aherne;White;Juarez;FALSO
1939;1940;12;Best Actor in supporting role;Male;Harry Carey;White;Mr. Smith Goes to Washington;FALSO
1939;1940;12;Best Actor in supporting role;Male;Brian Donlevy;White;Beau Geste;FALSO
1939;1940;12;Best Actor in supporting role;Male;Claude Rains;White;Mr. Smith Goes to Washington;FALSO
1939;1940;12;Best Actress;Female;Bette Davis;White;Dark Victory;FALSO
1939;1940;12;Best Actress;Female;Irene Dunne;White;Love Affair;FALSO
1939;1940;12;Best Actress;Female;Greta Garbo;White;Ninotchka;FALSO
1939;1940;12;Best Actress;Female;Greer Garson;White;Goodbye, Mr. Chips;FALSO
1939;1940;12;ACTRESS IN A SUPPORTING ROLE;Female;Olivia de Havilland;White;Gone with the Wind;FALSO
1939;1940;12;ACTRESS IN A SUPPORTING ROLE;Female;Geraldine Fitzgerald;White;Wuthering Heights;FALSO
1939;1940;12;ACTRESS IN A SUPPORTING ROLE;Female;Edna May Oliver;White;Drums along the Mohawk;FALSO
1939;1940;12;ACTRESS IN A SUPPORTING ROLE;Female;Maria Ouspenskaya;White;Love Affair;FALSO
1940;1941;13;Best Actor;Male;Charles Chaplin;White;The Great Dictator;FALSO
1940;1941;13;Best Actor;Male;Henry Fonda;White;The Grapes of Wrath;FALSO
1940;1941;13;Best Actor;Male;Raymond Massey;White;Abe Lincoln in Illinois;FALSO
1940;1941;13;Best Actor;Male;Laurence Olivier;White;Rebecca;FALSO
1940;1941;13;Best Actor in supporting role;Male;Albert Basserman;White;Foreign Correspondent;FALSO
1940;1941;13;Best Actor in supporting role;Male;William Gargan;White;They Knew What They Wanted;FALSO
1940;1941;13;Best Actor in supporting role;Male;Jack Oakie;White;The Great Dictator;FALSO
1940;1941;13;Best Actor in supporting role;Male;James Stephenson;White;The Letter;FALSO
1940;1941;13;Best Actress;Female;Bette Davis;White;The Letter;FALSO
1940;1941;13;Best Actress;Female;Joan Fontaine;White;Rebecca;FALSO
1940;1941;13;Best Actress;Female;Katharine Hepburn;White;The Philadelphia Story;FALSO
1940;1941;13;Best Actress;Female;Martha Scott;White;Our Town;FALSO
1940;1941;13;ACTRESS IN A SUPPORTING ROLE;Female;Judith Anderson;White;Rebecca;FALSO
1940;1941;13;ACTRESS IN A SUPPORTING ROLE;Female;Ruth Hussey;White;The Philadelphia Story;FALSO
1940;1941;13;ACTRESS IN A SUPPORTING ROLE;Female;Barbara O'Neil;White;All This, and Heaven Too;FALSO
1940;1941;13;ACTRESS IN A SUPPORTING ROLE;Female;Marjorie Rambeau;White;Primrose Path;FALSO
1941;1942;14;Best Actor;Male;Cary Grant;White;Penny Serenade;FALSO
1941;1942;14;Best Actor;Male;Walter Huston;White;All That Money Can Buy;FALSO
1941;1942;14;Best Actor;Male;Robert Montgomery;White;Here Comes Mr. Jordan;FALSO
1941;1942;14;Best Actor;Male;Orson Welles;White;Citizen Kane;FALSO
1941;1942;14;Best Actor in supporting role;Male;Walter Brennan;White;Sergeant York;FALSO
1941;1942;14;Best Actor in supporting role;Male;Charles Coburn;White;The Devil and Miss Jones;FALSO
1941;1942;14;Best Actor in supporting role;Male;James Gleason;White;Here Comes Mr. Jordan;FALSO
1941;1942;14;Best Actor in supporting role;Male;Sydney Greenstreet;White;The Maltese Falcon;FALSO
1941;1942;14;Best Actress;Female;Bette Davis;White;The Little Foxes;FALSO
1941;1942;14;Best Actress;Female;Olivia de Havilland;White;Hold Back the Dawn;FALSO
1941;1942;14;Best Actress;Female;Greer Garson;White;Blossoms in the Dust;FALSO
1941;1942;14;Best Actress;Female;Barbara Stanwyck;White;Ball of Fire;FALSO
1941;1942;14;ACTRESS IN A SUPPORTING ROLE;Female;Sara Allgood;White;How Green Was My Valley;FALSO
1941;1942;14;ACTRESS IN A SUPPORTING ROLE;Female;Patricia Collinge;White;The Little Foxes;FALSO
1941;1942;14;ACTRESS IN A SUPPORTING ROLE;Female;Teresa Wright;White;The Little Foxes;FALSO
1941;1942;14;ACTRESS IN A SUPPORTING ROLE;Female;Margaret Wycherly;White;Sergeant York;FALSO
1942;1943;15;Best Actor;Male;Ronald Colman;White;Random Harvest;FALSO
1942;1943;15;Best Actor;Male;Gary Cooper;White;The Pride of the Yankees;FALSO
1942;1943;15;Best Actor;Male;Walter Pidgeon;White;Mrs. Miniver;FALSO
1942;1943;15;Best Actor;Male;Monty Woolley;White;The Pied Piper;FALSO
1942;1943;15;Best Actor in supporting role;Male;William Bendix;White;Wake Island;FALSO
1942;1943;15;Best Actor in supporting role;Male;Walter Huston;White;Yankee Doodle Dandy;FALSO
1942;1943;15;Best Actor in supporting role;Male;Frank Morgan;White;Tortilla Flat;FALSO
1942;1943;15;Best Actor in supporting role;Male;Henry Travers;White;Mrs. Miniver;FALSO
1942;1943;15;Best Actress;Female;Bette Davis;White;Now, Voyager;FALSO
1942;1943;15;Best Actress;Female;Katharine Hepburn;White;Woman of the Year;FALSO
1942;1943;15;Best Actress;Female;Rosalind Russell;White;My Sister Eileen;FALSO
1942;1943;15;Best Actress;Female;Teresa Wright;White;The Pride of the Yankees;FALSO
1942;1943;15;ACTRESS IN A SUPPORTING ROLE;Female;Gladys Cooper;White;Now, Voyager;FALSO
1942;1943;15;ACTRESS IN A SUPPORTING ROLE;Female;Agnes Moorehead;White;The Magnificent Ambersons;FALSO
1942;1943;15;ACTRESS IN A SUPPORTING ROLE;Female;Susan Peters;White;Random Harvest;FALSO
1942;1943;15;ACTRESS IN A SUPPORTING ROLE;Female;Dame May Whitty;White;Mrs. Miniver;FALSO
1943;1944;16;Best Actor;Male;Humphrey Bogart;White;Casablanca;FALSO
1943;1944;16;Best Actor;Male;Gary Cooper;White;For Whom the Bell Tolls;FALSO
1943;1944;16;Best Actor;Male;Walter Pidgeon;White;Madame Curie;FALSO
1943;1944;16;Best Actor;Male;Mickey Rooney;White;The Human Comedy;FALSO
1943;1944;16;Best Actor in supporting role;Male;Charles Bickford;White;The Song of Bernadette;FALSO
1943;1944;16;Best Actor in supporting role;Male;J. Carrol Naish;White;Sahara;FALSO
1943;1944;16;Best Actor in supporting role;Male;Claude Rains;White;Casablanca;FALSO
1943;1944;16;Best Actor in supporting role;Male;Akim Tamiroff;White;For Whom the Bell Tolls;FALSO
1943;1944;16;Best Actress;Female;Jean Arthur;White;The More the Merrier;FALSO
1943;1944;16;Best Actress;Female;Ingrid Bergman;White;For Whom the Bell Tolls;FALSO
1943;1944;16;Best Actress;Female;Joan Fontaine;White;The Constant Nymph;FALSO
1943;1944;16;Best Actress;Female;Greer Garson;White;Madame Curie;FALSO
1943;1944;16;ACTRESS IN A SUPPORTING ROLE;Female;Gladys Cooper;White;The Song of Bernadette;FALSO
1943;1944;16;ACTRESS IN A SUPPORTING ROLE;Female;Paulette Goddard;White;So Proudly We Hail!;FALSO
1943;1944;16;ACTRESS IN A SUPPORTING ROLE;Female;Anne Revere;White;The Song of Bernadette;FALSO
1943;1944;16;ACTRESS IN A SUPPORTING ROLE;Female;Lucile Watson;White;Watch on the Rhine;FALSO
1944;1945;17;Best Actor;Male;Charles Boyer;White;Gaslight;FALSO
1944;1945;17;Best Actor;Male;Barry Fitzgerald;White;Going My Way;FALSO
